"Millis","P1","P2"
185466,643,742
185567,643,742
185668,644,742
185770,643,742
185870,643,742
185972,644,742
186073,643,742
186174,643,742
186276,643,742
186377,643,742
186477,644,742
186579,644,742
186680,644,742
186782,643,742
186883,643,742
186983,643,742
187085,643,742
187186,643,742
187287,643,742
187389,643,742
187489,643,742
187590,643,742
187692,643,742
187793,643,742
187895,643,742
187996,644,742
188096,644,742
188198,643,742
188299,643,742
188400,643,742
188502,643,742
188602,644,742
188704,643,742
188805,643,742
188906,643,742
189008,643,742
189108,643,742
189209,643,742
189311,643,742
189412,643,742
189514,644,742
189615,643,742
189715,643,742
189817,643,742
189918,643,744
190019,643,752
190121,643,754
190221,643,741
190322,643,735
190424,643,738
190525,643,738
190627,643,738
190727,643,738
190828,643,738
190930,643,738
191031,644,738
191132,643,738
191233,643,738
191334,644,738
191436,643,738
191537,643,738
191638,643,738
191740,643,738
191840,644,738
191941,643,738
192043,643,738
192144,643,738
192246,643,738
192346,643,738
192447,644,738
192549,643,738
192650,643,738
192751,643,738
192852,643,738
192953,643,738
193055,644,738
193156,643,738
193257,643,738
193359,643,738
193459,644,738
193560,643,738
193662,644,738
193763,644,738
193865,643,738
193965,643,738
194066,643,738
194168,643,738
194269,643,738
194370,643,739
194471,643,743
194572,644,750
194673,649,760
194775,651,755
194876,645,739
194978,595,726
195078,442,733
195179,198,736
195281,30,735
195382,1,736
195483,0,736
195584,1,736
195685,1,735
195787,1,735
195888,0,735
195989,0,736
196090,0,736
196191,0,736
196292,0,736
196394,0,736
196495,1,736
196597,1,736
196697,0,736
196798,0,735
196900,0,735
197001,0,736
197102,0,736
197203,0,736
197304,0,736
197406,0,735
197507,0,735
197608,0,736
197709,0,736
197810,1,736
197911,1,736
198013,0,735
198114,0,735
198215,0,736
198316,0,736
198417,0,735
198519,0,735
198620,0,736
198721,0,736
198822,0,736
198923,0,736
199024,0,736
199126,0,736
199227,0,737
199328,0,746
199429,0,742
199530,0,734
199632,0,723
199733,0,729
199834,0,733
199935,0,733
200036,0,733
200138,0,733
200239,0,733
200340,0,733
200441,0,733
200542,0,733
200643,0,733
200745,0,733
200846,0,733
200946,0,733
201048,0,733
201149,0,733
201251,0,733
201352,0,733
201453,0,733
