"Millis","P1","P2"
151405,693,0
151506,693,0
151608,698,0
151708,713,0
151809,732,0
151911,716,0
152012,694,0
152114,694,0
152214,696,0
152315,694,0
152417,694,0
152518,704,0
152618,708,0
152720,699,0
152821,696,0
152923,693,0
153024,692,0
153124,694,0
153226,701,0
153327,708,0
153428,717,0
153529,702,0
153630,690,0
153731,690,0
153833,690,0
153934,690,0
154035,690,0
154136,690,0
154237,690,0
154339,690,0
154439,689,0
154540,690,0
154642,690,0
154743,689,0
154845,689,0
154945,690,0
155046,689,0
155148,689,0
155249,689,0
155349,689,0
155451,689,0
155552,689,0
155654,689,0
155755,690,0
155855,694,0
155957,709,0
156058,694,0
156159,690,0
156260,690,0
156361,690,0
156463,690,0
156564,690,0
156665,690,0
156766,689,0
156867,691,0
156968,700,0
157070,697,0
157170,686,0
157271,686,0
157373,686,0
157474,686,0
157575,686,0
157676,686,0
157777,686,0
157879,686,0
157980,686,0
158080,686,0
158182,686,0
158283,686,0
158385,686,0
158485,686,0
158586,686,0
158688,686,0
158789,686,0
158890,686,0
158991,686,0
159092,686,0
159194,686,0
159295,686,0
159395,686,0
159497,685,0
159598,686,0
159699,686,0
159801,686,0
159901,686,0
160002,689,0
160104,699,0
160205,706,0
160306,693,0
160407,686,0
160508,693,0
160610,686,0
160711,682,0
160811,682,0
160913,682,0
161014,682,0
161116,682,0
161216,682,0
161317,682,0
161419,682,0
161520,682,0
161621,682,0
161722,682,0
161823,682,0
161925,682,0
162026,682,0
162126,682,0
162228,682,0
162329,682,0
162430,682,0
162531,682,0
162632,682,0
162733,682,0
162835,682,0
162936,682,0
163037,684,0
163138,688,0
163239,692,0
163341,684,0
163441,678,0
163542,678,0
163644,678,0
163745,678,0
163847,678,0
163947,678,0
164048,678,0
164150,678,0
164251,678,0
164351,678,0
164453,678,0
164554,678,0
164656,678,0
164757,678,0
164857,678,0
164959,678,0
165060,678,0
165161,678,0
165262,678,0
165363,678,0
165464,678,0
165566,678,0
165667,678,0
165768,678,0
165869,686,0
165970,716,0
166072,697,0
166172,680,0
166273,678,0
166375,678,0
166476,678,0
166578,678,0
166678,678,0
166779,690,0
166881,703,0
166982,684,0
167082,675,0
167184,674,0
167285,675,0
167387,677,0
167488,678,0
167588,678,0
167690,678,0
167791,678,0
167892,678,0
167993,679,0
168094,689,0
168195,705,0
168297,704,0
168398,684,0
168499,676,0
168600,678,0
168701,679,0
168803,683,0
168903,686,0
169004,681,0
169106,678,0
169207,678,0
169309,678,0
169409,678,0
169510,678,0
169612,683,0
169713,698,0
169813,701,0
169915,686,0
170016,675,0
170118,674,0
170219,674,0
170319,674,0
170421,674,0
170522,674,0
170623,674,0
170724,674,0
170825,674,0
170927,674,0
171028,674,0
171128,674,0
171230,674,0
171331,674,0
171432,674,0
171534,674,0
171634,674,0
171735,674,0
171837,674,0
171938,674,0
172039,674,0
172140,674,0
172241,674,0
172343,674,0
172444,674,0
172544,674,0
172646,675,0
172747,677,0
172849,681,0
172949,685,0
173050,680,0
173152,671,0
173253,670,0
173354,671,0
173455,671,0
173556,671,0
173658,670,0
173759,671,0
173859,671,0
173961,671,0
174062,671,0
174163,671,0
174265,671,0
174365,671,0
174466,671,0
174568,671,0
174669,670,0
174770,671,0
174871,671,0
174972,671,0
175074,671,0
175174,671,0
175275,671,0
175377,671,0
175478,671,0
175580,671,0
175680,671,0
175781,671,0
175883,671,0
175984,671,0
176084,671,0
176186,671,0
176287,671,0
176389,671,0
176490,671,0
176590,671,0
176692,671,0
176793,676,0
176894,673,0
176995,667,0
177096,667,0
177197,667,0
177299,667,0
177400,667,0
177501,667,0
177602,667,0
177703,667,0
177805,667,0
177905,667,0
178006,667,0
178108,667,0
178209,667,0
178310,667,0
178411,667,0
178512,667,0
178614,667,0
178715,667,0
178815,667,0
178917,667,0
179018,667,0
179120,667,0
179220,667,0
179321,667,0
179423,667,0
179524,667,0
179625,667,0
179726,667,0
179827,667,0
179928,667,0
180030,667,0
180130,667,0
180232,667,0
180333,667,0
180434,667,0
180536,667,0
180636,670,0
180737,675,0
180839,677,0
180940,669,0
181041,664,0
181142,663,0
181243,663,0
181345,663,0
181445,663,0
181546,663,0
181648,663,0
181749,663,0
181851,663,0
181951,663,0
