"Millis","P1","P2"
185584,709,653
185685,709,653
185786,709,653
185888,709,653
185989,709,653
186089,709,653
186191,709,653
186292,709,653
186394,713,653
186495,714,653
186596,713,653
186697,713,653
186798,713,653
186899,713,653
187001,715,653
187102,739,653
187204,780,653
187304,733,653
187405,706,653
187507,707,653
187608,709,653
187709,709,653
187811,709,653
187911,709,653
188012,709,653
188114,709,653
188215,709,653
188317,709,653
188418,709,653
188519,709,653
188620,709,653
188721,709,653
188822,709,653
188924,709,653
189025,709,653
189127,709,653
189227,709,653
189328,709,653
189430,709,653
189531,709,653
189632,709,653
189734,709,653
189834,709,653
189936,709,653
190037,709,653
190138,709,653
190240,709,653
190341,714,653
190442,716,654
190543,713,655
190644,713,656
190746,713,658
190847,713,660
190948,713,664
191050,713,677
191150,720,703
191251,750,718
191353,758,704
191454,717,687
191556,709,671
191657,719,661
191757,732,652
191859,721,649
191960,708,649
192061,705,649
192163,708,649
192264,716,648
192364,731,649
192466,726,649
192567,709,648
192669,708,648
192770,709,648
192871,709,648
192973,709,648
193073,709,649
193174,709,649
193276,709,648
193377,709,648
193479,709,648
193580,709,649
193680,709,649
193782,709,649
193883,709,648
193984,709,648
194086,709,648
194187,709,648
194288,710,648
194389,710,648
194490,709,648
194592,709,648
194693,709,648
194794,709,648
194895,709,648
194996,709,648
195098,709,649
195199,709,649
195300,709,648
195402,709,649
195502,709,648
195603,709,648
195705,709,648
195806,712,649
195908,725,649
196009,730,649
196109,741,649
196211,752,648
196312,743,649
196413,719,648
196515,708,648
196616,705,648
196717,705,649
196818,705,648
196919,705,648
197021,705,648
197122,705,648
197223,705,648
197325,705,648
197425,705,648
197526,705,649
197628,705,649
197729,705,649
197831,705,648
197932,705,648
198032,705,649
198134,705,649
198235,705,649
198336,705,649
198438,705,649
198539,705,649
198640,705,649
198741,705,649
198842,705,648
198944,705,648
199045,705,648
199146,705,649
199247,705,649
199348,705,648
199450,705,648
199551,705,648
199652,705,649
199754,705,648
199854,705,648
199955,705,648
200057,705,648
200158,705,648
200260,705,649
200361,705,649
200462,705,649
200563,705,649
200664,705,649
200765,705,649
200867,705,649
200968,705,649
201069,705,649
201170,705,650
201271,705,673
201373,705,691
